text,label
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.8
Interpreting Functions,HSF.IF.C.7
Interpreting Functions,HSF.IF.C.7
Interpreting Functions,HSF.IF.C.7
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.8
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.4
Interpreting Functions,HSF.IF.C.7
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.2
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Use properties of operations to generate equivalent expressions.,7.EE.A.2
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.5
Interpreting Functions,HSF.IF.C.7
Use functions to model relationships between quantities.,8.F.B.5
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Interpreting Functions,HSF.IF.C.7
Congruence,HSG.CO.C.9
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.1
Summarize and describe distributions.,6.SP.B.4
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Summarize and describe distributions.,6.SP.B.5
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.2
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.4
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.2
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Summarize and describe distributions.,6.SP.B.4
Develop understanding of statistical variability.,6.SP.A.1
Summarize and describe distributions.,6.SP.B.4
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.2
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Summarize and describe distributions.,6.SP.B.4
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Summarize and describe distributions.,6.SP.B.4
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Summarize and describe distributions.,6.SP.B.4
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.8
Summarize and describe distributions.,6.SP.B.5
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Develop understanding of statistical variability.,6.SP.A.1
Summarize and describe distributions.,6.SP.B.4
Summarize and describe distributions.,6.SP.B.5
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Summarize and describe distributions.,6.SP.B.4
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.8
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Summarize and describe distributions.,6.SP.B.5
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.2
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.5
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.2
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Summarize and describe distributions.,6.SP.B.4
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.1
Summarize and describe distributions.,6.SP.B.4
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.2
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.4
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.4
Develop understanding of statistical variability.,6.SP.A.2
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Summarize and describe distributions.,6.SP.B.5
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.4
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.3
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.4
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.7
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.5
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Develop understanding of statistical variability.,6.SP.A.1
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.A.1
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Summarize and describe distributions.,6.SP.B.4
Summarize and describe distributions.,6.SP.B.4
Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.C.6
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.4
Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.B.2
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.4
Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.A.3
Summarize and describe distributions.,6.SP.B.4
Develop understanding of statistical variability.,6.SP.A.3
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.3
Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.,4.NF.B.3
Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.A.2
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.2
Represent and analyze quantitative relationships between dependent and independent variables.,6.EE.C.9
Interpreting Categorical and Quantitative Data,HSS.ID.A.4
Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.B.6
Reason about and solve one-variable equations and inequalities.,6.EE.B.8
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.2
Reason about and solve one-variable equations and inequalities.,6.EE.B.7
Use equivalent fractions as a strategy to add and subtract fractions.,5.NF.A.1
Interpreting Categorical and Quantitative Data,HSS.ID.A.4
Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.B.3
Represent and analyze quantitative relationships between dependent and independent variables.,6.EE.C.9
Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.B.4
Using Probability to Make Decisions,HSS.MD.B.7
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.2
Write and interpret numerical expressions.,5.OA.A.1
"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.A.3
Interpreting Categorical and Quantitative Data,HSS.ID.A.4
Extend understanding of fraction equivalence and ordering.,4.NF.A.1
